,conference,year,title,id,authors,tags,notes
1139,kbse/ase,2019,Inferring Program Transformations From Singular Examples via Big Code.,conf/kbse/JiangRXZ19,"Jiajun Jiang, Luyao Ren, Yingfei Xiong, Lingming Zhang",,Main Track
1140,kbse/ase,2019,Performance-Boosting Sparsification of the IFDS Algorithm with Applications to Taint Analysis.,conf/kbse/HeLWMZLHLX19,"Dongjie He, Haofeng Li, Lei Wang, Haining Meng, Hengjie Zheng, Jie Liu, Shuangwei Hu, Lian Li, Jingling Xue",,Main Track
1141,kbse/ase,2019,Characterizing Android App Signing Issues.,conf/kbse/WangLXMG19,"Haoyu Wang, Hongxuan Liu, Xusheng Xiao, Guozhu Meng, Yao Guo",,Main Track
1142,kbse/ase,2019,OAUTHLINT: An Empirical Study on OAuth Bugs in Android Applications.,conf/kbse/RahatFT19,"Tamjid Al Rahat, Yu Feng, Yuan Tian",,Main Track
1143,kbse/ase,2019,History-Guided Configuration Diversification for Compiler Test-Program Generation.,conf/kbse/0003WHX0019,"Junjie Chen, Guancheng Wang, Dan Hao, Yingfei Xiong, Hongyu Zhang, Lu Zhang",,Main Track
1144,kbse/ase,2019,ReduKtor: How We Stopped Worrying About Bugs in Kotlin Compiler.,conf/kbse/StepanovAB19,"Daniil Stepanov, Marat Akhin, Mikhail A. Belyaev",,Main Track
1145,kbse/ase,2019,Targeted Example Generation for Compilation Errors.,conf/kbse/AhmedSSK19,"Umair Z. Ahmed, Renuka Sindhgatta, Nisheeth Srivastava, Amey Karkare",,Main Track
1146,kbse/ase,2019,Understanding Exception-Related Bugs in Large-Scale Cloud Systems.,conf/kbse/ChenD0Q19,"Haicheng Chen, Wensheng Dou, Yanyan Jiang, Feng Qin",,Main Track
1147,kbse/ase,2019,iFeedback: Exploiting User Feedback for Real-Time Issue Detection in Large-Scale Online Service Systems.,conf/kbse/ZhengLZLZD19,"Wujie Zheng, Haochuan Lu, Yangfan Zhou, Jianming Liang, Haibing Zheng, Yuetang Deng",,Main Track
1148,kbse/ase,2019,Continuous Incident Triage for Large-Scale Online Service Systems.,conf/kbse/0003HL0HGXDZ19,"Junjie Chen, Xiaoting He, Qingwei Lin, Hongyu Zhang, Dan Hao, Feng Gao, Zhangwei Xu, Yingnong Dang, Dongmei Zhang",,Main Track
1149,kbse/ase,2019,Apricot: A Weight-Adaptation Approach to Fixing Deep Learning Models.,conf/kbse/ZhangC19,"Hao Zhang, W. K. Chan",,Main Track
1150,kbse/ase,2019,Re-Factoring Based Program Repair Applied to Programming Assignments.,conf/kbse/HuAMLR19,"Yang Hu, Umair Z. Ahmed, Sergey Mechtaev, Ben Leong, Abhik Roychoudhury",,Main Track
1151,kbse/ase,2019,InFix: Automatically Repairing Novice Program Inputs.,conf/kbse/EndresSCJW19,"Madeline Endres, Georgios Sakkas, Benjamin Cosman, Ranjit Jhala, Westley Weimer",,Main Track
1152,kbse/ase,2019,Understanding Automatically-Generated Patches Through Symbolic Invariant Differences.,conf/kbse/CashinMWF19,"Padraic Cashin, Carianne Martinez, Westley Weimer, Stephanie Forrest",,Main Track
1153,kbse/ase,2019,"Regexes are Hard: Decision-Making, Difficulties, and Risks in Programming Regular Expressions.",conf/kbse/MichaelDDLS19,"Louis G. Michael IV, James Donohue, James C. Davis, Dongyoon Lee, Francisco Servant",,Main Track
1154,kbse/ase,2019,Testing Regex Generalizability And Its Implications: A Large-Scale Many-Language Measurement Study.,conf/kbse/DavisMKL19,"James C. Davis, Daniel Moyer, Ayaan M. Kazerouni, Dongyoon Lee",,Main Track
1155,kbse/ase,2019,Accurate String Constraints Solution Counting with Weighted Automata.,conf/kbse/ShermanH19,"Elena Sherman, Andrew Harris",,Main Track
1156,kbse/ase,2019,Subformula Caching for Model Counting and Quantitative Program Analysis.,conf/kbse/EiersSBB19,"William Eiers, Seemanta Saha, Tegan Brennan, Tevfik Bultan",,Main Track
1157,kbse/ase,2019,ACTGAN: Automatic Configuration Tuning for Software Systems with Generative Adversarial Networks.,conf/kbse/BaoLWF19,"Liang Bao, Xin Liu, Fangzheng Wang, Baoyin Fang",,Main Track
1158,kbse/ase,2019,V2: Fast Detection of Configuration Drift in Python.,conf/kbse/HortonP19,"Eric Horton, Chris Parnin",,Main Track
1159,kbse/ase,2019,Feature-Interaction Aware Configuration Prioritization for Configurable Code.,conf/kbse/NguyenNTTN19,"Son Nguyen, Hoan Nguyen, Ngoc M. Tran, Hieu Tran, Tien N. Nguyen",,Main Track
1160,kbse/ase,2019,Combining Spectrum-Based Fault Localization and Statistical Debugging: An Empirical Study.,conf/kbse/JiangWXCZ19,"Jiajun Jiang, Ran Wang, Yingfei Xiong, Xiangping Chen, Lu Zhang",,Main Track
1161,kbse/ase,2019,SCMiner: Localizing System-Level Concurrency Faults from Large System Call Traces.,conf/kbse/ZamanHY19,"Tarannum Shaila Zaman, Xue Han, Tingting Yu",,Main Track
1162,kbse/ase,2019,Root Cause Localization for Unreproducible Builds via Causality Analysis Over System Call Tracing.,conf/kbse/RenLXJX19,"Zhilei Ren, Changlin Liu, Xusheng Xiao, He Jiang, Tao Xie",,Main Track
1163,kbse/ase,2019,Mutation Analysis for Coq.,conf/kbse/CelikPPAG19,"Ahmet Çelik, Karl Palmskog, Marinela Parovic, Emilio Jesús Gallego Arias, Milos Gligoric",,Main Track
1164,kbse/ase,2019,Verifying Arithmetic in Cryptographic C Programs.,conf/kbse/LiuSTWY19,"Jiaxiang Liu, Xiaomu Shi, Ming-Hsien Tsai, Bow-Yaw Wang, Bo-Yin Yang",,Main Track
1165,kbse/ase,2019,Model Checking Embedded Control Software using OS-in-the-Loop CEGAR.,conf/kbse/KimC19,"Dongwoo Kim, Yunja Choi",,Main Track
1166,kbse/ase,2019,Get Rid of Inline Assembly through Verification-Oriented Lifting.,conf/kbse/RecoulesBBMP19,"Frédéric Recoules, Sébastien Bardin, Richard Bonichon, Laurent Mounier, Marie-Laure Potet",,Main Track
1167,kbse/ase,2019,CodeKernel: A Graph Kernel Based Approach to the Selection of API Usage Examples.,conf/kbse/Gu0019,"Xiaodong Gu, Hongyu Zhang, Sunghun Kim",,Main Track
1168,kbse/ase,2019,Machine Learning Based Recommendation of Method Names: How Far are We.,conf/kbse/JiangLJ19,"Lin Jiang, Hui Liu, He Jiang",,Main Track
1169,kbse/ase,2019,MARBLE: Mining for Boilerplate Code to Identify API Usability Problems.,conf/kbse/NamHMMV19,"Daye Nam, Amber Horvath, Andrew Macvean, Brad A. Myers, Bogdan Vasilescu",,Main Track
1170,kbse/ase,2019,DIRE: A Neural Approach to Decompiled Identifier Naming.,conf/kbse/LacomisYSAGNV19,"Jeremy Lacomis, Pengcheng Yin, Edward J. Schwartz, Miltiadis Allamanis, Claire Le Goues, Graham Neubig, Bogdan Vasilescu",,Main Track
1171,kbse/ase,2019,Accurate Modeling of Performance Histories for Evolving Software Systems.,conf/kbse/MuhlbauerAS19,"Stefan Mühlbauer, Sven Apel, Norbert Siegmund",,Main Track
1172,kbse/ase,2019,An Industrial Experience Report on Performance-Aware Refactoring on a Database-Centric Web Application.,conf/kbse/ChenJML19,"Boyuan Chen, Zhen Ming Jiang, Paul Matos, Michael Lacaria",,Main Track
1173,kbse/ase,2019,How Do API Selections Affect the Runtime Performance of Data Analytics Tasks?,conf/kbse/TaoTLXQ19,"Yida Tao, Shan Tang, Yepang Liu, Zhiwu Xu, Shengchao Qin",,Main Track
1174,kbse/ase,2019,An Experience Report of Generating Load Tests Using Log-Recovered Workloads at Varying Granularities of User Behaviour.,conf/kbse/ChenSHWL19,"Jinfu Chen, Weiyi Shang, Ahmed E. Hassan, Yong Wang, Jiangbin Lin",,Main Track
1175,kbse/ase,2019,Demystifying Application Performance Management Libraries for Android.,conf/kbse/TangZZLXZY19,"Yutian Tang, Xian Zhan, Hao Zhou, Xiapu Luo, Zhou Xu, Yajin Zhou, Qiben Yan",,Main Track
1176,kbse/ase,2019,Predicting Licenses for Changed Source Code.,conf/kbse/LiuHGN19,"Xiaoyu Liu, LiGuo Huang, Jidong Ge, Vincent Ng",,Main Track
1177,kbse/ase,2019,Empirical Evaluation of the Impact of Class Overlap on Software Defect Prediction.,conf/kbse/GongJWJ19,"Lina Gong, Shujuan Jiang, Rongcun Wang, Li Jiang",,Main Track
1178,kbse/ase,2019,Combining Program Analysis and Statistical Language Model for Code Statement Completion.,conf/kbse/NguyenNLW19,"Son Nguyen, Tien N. Nguyen, Yi Li, Shaohua Wang",,Main Track
1179,kbse/ase,2019,MAP-Coverage: A Novel Coverage Criterion for Testing Thread-Safe Classes.,conf/kbse/WangZL00L19,"Zan Wang, Yingquan Zhao, Shuang Liu, Jun Sun, Xiang Chen, Huarui Lin",,Main Track
1180,kbse/ase,2019,Automating Non-Blocking Synchronization In Concurrent Data Abstractions.,conf/kbse/ZhangYD19,"Jiange Zhang, Qing Yi, Damian Dechev",,Main Track
1181,kbse/ase,2019,Automating CUDA Synchronization via Program Transformation.,conf/kbse/WuZ0TZ19,"Mingyuan Wu, Lingming Zhang, Cong Liu, Shin Hwei Tan, Yuqun Zhang",,Main Track
1182,kbse/ase,2019,Efficient Transaction-Based Deterministic Replay for Multi-threaded Programs.,conf/kbse/PobeeMC19,"Ernest Bota Pobee, Xiupei Mei, Wing Kwong Chan",,Main Track
1183,kbse/ase,2019,Wuji: Automatic Online Combat Game Testing Using Evolutionary Deep Reinforcement Learning.,conf/kbse/ZhengFXS0HMLSC19,"Yan Zheng, Changjie Fan, Xiaofei Xie, Ting Su, Lei Ma, Jianye Hao, Zhaopeng Meng, Yang Liu, Ruimin Shen, Yingfeng Chen",,Main Track
1184,kbse/ase,2019,A Study of Oracle Approximations in Testing Deep Learning Libraries.,conf/kbse/NejadgholiY19,"Mahdi Nejadgholi, Jinqiu Yang",,Main Track
1185,kbse/ase,2019,Property Inference for Deep Neural Networks.,conf/kbse/GopinathCPT19,"Divya Gopinath, Hayes Converse, Corina S. Pasareanu, Ankur Taly",,Main Track
1186,kbse/ase,2019,An Empirical Study Towards Characterizing Deep Learning Development and Deployment Across Different Frameworks and Platforms.,conf/kbse/GuoCXMHLLZL19,"Qianyu Guo, Sen Chen, Xiaofei Xie, Lei Ma, Qiang Hu, Hongtao Liu, Yang Liu, Jianjun Zhao, Xiaohong Li",,Main Track
1187,kbse/ase,2019,RefBot: Intelligent Software Refactoring Bot.,conf/kbse/AlizadehOKC19,"Vahid Alizadeh, Mohamed Amine Ouali, Marouane Kessentini, Meriem Chater",,Main Track
1188,kbse/ase,2019,Automated Refactoring to Reactive Programming.,conf/kbse/KohlerS19,"Mirko Köhler, Guido Salvaneschi",,Main Track
1189,kbse/ase,2019,Empirical Study of Programming to an Interface.,conf/kbse/VerhaegheFGAD19,"Benoît Verhaeghe, Christopher Fuhrman, Latifa Guerrouj, Nicolas Anquetil, Stéphane Ducasse",,Main Track
1190,kbse/ase,2019,Statistical Log Differencing.,conf/kbse/BaoB0M19,"Lingfeng Bao, Nimrod Busany, David Lo, Shahar Maoz",,Main Track
1191,kbse/ase,2019,Logzip: Extracting Hidden Structures via Iterative Clustering for Log Compression.,conf/kbse/LiuZHHZL19,"Jinyang Liu, Jieming Zhu, Shilin He, Pinjia He, Zibin Zheng, Michael R. Lyu",,Main Track
1192,kbse/ase,2019,Code-First Model-Driven Engineering: On the Agile Adoption of MDE Tooling.,conf/kbse/Boronat19,Artur Boronat,,Main Track
1193,kbse/ase,2019,Size and Accuracy in Model Inference.,conf/kbse/BusanyMY19,"Nimrod Busany, Shahar Maoz, Yehonatan Yulazari",,Main Track
1194,kbse/ase,2019,Debreach: Mitigating Compression Side Channels via Static Analysis and Transformation.,conf/kbse/PaulsenSPW19,"Brandon Paulsen, Chungha Sung, Peter A. H. Peterson, Chao Wang",,Main Track
1195,kbse/ase,2019,Fine-Grain Memory Object Representation in Symbolic Execution.,conf/kbse/Nowack19,Martin Nowack,,Main Track
1196,kbse/ase,2019,RENN: Efficient Reverse Execution with Neural-Network-Assisted Alias Analysis.,conf/kbse/MuGCCGXMS19,"Dongliang Mu, Wenbo Guo, Alejandro Cuevas, Yueqi Chen, Jinxuan Gai, Xinyu Xing, Bing Mao, Chengyu Song",,Main Track
1197,kbse/ase,2019,Batch Alias Analysis.,conf/kbse/VeduradaN19,"Jyothi Vedurada, V. Krishna Nandivada",,Main Track
1198,kbse/ase,2019,Improving the Decision-Making Process of Self-Adaptive Systems by Accounting for Tactic Volatility.,conf/kbse/PalmerinoYDK19,"Jeffrey Palmerino, Qi Yu, Travis Desell, Daniel E. Krutz",,Main Track
1199,kbse/ase,2019,Learning-Guided Network Fuzzing for Testing Cyber-Physical System Defences.,conf/kbse/0001P0A019,"Yuqi Chen, Christopher M. Poskitt, Jun Sun, Sridhar Adepu, Fan Zhang",,Main Track
1200,kbse/ase,2019,Cautious Adaptation of Defiant Components.,conf/kbse/MaiaVCYZN19,"Paulo Henrique M. Maia, Lucas Vieira, Matheus Chagas, Yijun Yu, Andrea Zisman, Bashar Nuseibeh",,Main Track
1201,kbse/ase,2019,Active Hotspot: An Issue-Oriented Model to Monitor Software Evolution and Degradation.,conf/kbse/FengCKC0F19,"Qiong Feng, Yuanfang Cai, Rick Kazman, Di Cui, Ting Liu, Hongzhou Fang",,Main Track
1202,kbse/ase,2019,Automated Trainability Evaluation for Smart Software Functions.,conf/kbse/Gerostathopoulos19,"Ilias Gerostathopoulos, Stefan Kugele, Christoph Segler, Tomás Bures, Alois Knoll",,Main Track
1203,kbse/ase,2019,The Impact of Structure on Software Merging: Semistructured Versus Structured Merge.,conf/kbse/CavalcantiBSA19,"Guilherme Cavalcanti, Paulo Borba, Georg Seibt, Sven Apel",,Main Track
1204,kbse/ase,2019,Semistructured Merge in JavaScript Systems.,conf/kbse/TavaresBCS19,"Alberto Trindade Tavares, Paulo Borba, Guilherme Cavalcanti, Sérgio Soares",,Main Track
1205,kbse/ase,2019,CLCDSA: Cross Language Code Clone Detection using Syntactical Features and API Documentation.,conf/kbse/NafiKRRS19,"Kawser Wazed Nafi, Tonny Shekha Kar, Banani Roy, Chanchal K. Roy, Kevin A. Schneider",,Main Track
1206,kbse/ase,2019,B2SFinder: Detecting Open-Source Software Reuse in COTS Software.,conf/kbse/FengYLBWTSYXPXH19,"Muyue Feng, Zimu Yuan, Feng Li, Gu Ban, Shiyang Wang, Qian Tang, He Su, Chendong Yu, Jiahuan Xu, Aihua Piao, Jingling Xue, Wei Huo",,Main Track
1207,kbse/ase,2019,CoRA: Decomposing and Describing Tangled Code Changes for Reviewer.,conf/kbse/WangLZX19,"Min Wang, Zeqi Lin, Yanzhen Zou, Bing Xie",,Main Track
1208,kbse/ase,2019,A Quantitative Analysis Framework for Recurrent Neural Network.,conf/kbse/DuX000Z19,"Xiaoning Du, Xiaofei Xie, Yi Li, Lei Ma, Yang Liu, Jianjun Zhao",Tool,Tool Demonstrations
1209,kbse/ase,2019,LIRAT: Layout and Image Recognition Driving Automated Mobile Testing of Cross-Platform.,conf/kbse/YuF0Z019,"Shengcheng Yu, Chunrong Fang, Yang Feng, Wenyuan Zhao, Zhenyu Chen",Tool,Tool Demonstrations
1210,kbse/ase,2019,Humanoid: A Deep Learning-Based Approach to Automated Black-box Android App Testing.,conf/kbse/LiY0C19,"Yuanchun Li, Ziyue Yang, Yao Guo, Xiangqun Chen",Tool,Tool Demonstrations
1211,kbse/ase,2019,TestCov: Robust Test-Suite Execution and Coverage Measurement.,conf/kbse/BeyerL19,"Dirk Beyer, Thomas Lemberger",Tool,Tool Demonstrations
1212,kbse/ase,2019,VisFuzz: Understanding and Intervening Fuzzing with Interactive Visualization.,conf/kbse/ZhouWLLS019,"Chijin Zhou, Mingzhe Wang, Jie Liang, Zhe Liu, Chengnian Sun, Yu Jiang",Tool,Tool Demonstrations
1213,kbse/ase,2019,Developer Reputation Estimator (DRE).,conf/kbse/AmreenKM19,"Sadika Amreen, Andrey Karnauch, Audris Mockus",Tool,Tool Demonstrations
1214,kbse/ase,2019,CocoQa: Question Answering for Coding Conventions Over Knowledge Graphs.,conf/kbse/DuCWLSC19,"Tianjiao Du, Junming Cao, Qinyue Wu, Wei Li, Beijun Shen, Yuting Chen",Tool,Tool Demonstrations
1215,kbse/ase,2019,MutAPK: Source-Codeless Mutant Generation for Android Apps.,conf/kbse/Escobar-Velasquez19,"Camilo Escobar-Velasquez, Michael Osorio-Riaño, Mario Linares-Vásquez",Tool,Tool Demonstrations
1216,kbse/ase,2019,"SWAN_ASSIST: Semi-Automated Detection of Code-Specific, Security-Relevant Methods.",conf/kbse/PiskachevDJB19,"Goran Piskachev, Lisa Nguyen Quang Do, Oshando Johnson, Eric Bodden",Tool,Tool Demonstrations
1217,kbse/ase,2019,Sip4J: Statically Inferring Access Permission Contracts for Parallelising Sequential Java Programs.,conf/kbse/SadiqLLAL19,"Ayesha Sadiq, Li Li, Yuan-Fang Li, Ijaz Ahmed, Sea Ling",Tool,Tool Demonstrations
1218,kbse/ase,2019,Visual Analytics for Concurrent Java Executions.,conf/kbse/ArthoPT19,"Cyrille Artho, Monali Pande, Qiyi Tang",Tool,Tool Demonstrations
1219,kbse/ase,2019,NeuralVis: Visualizing and Interpreting Deep Learning Models.,conf/kbse/ZhangYFSL019,"Xufan Zhang, Ziyue Yin, Yang Feng, Qingkai Shi, Jia Liu, Zhenyu Chen",Tool,Tool Demonstrations
1220,kbse/ase,2019,Kotless: A Serverless Framework for Kotlin.,conf/kbse/TankovGB19,"Vladislav Tankov, Yaroslav Golubev, Timofey Bryksin",Tool,Tool Demonstrations
1221,kbse/ase,2019,FogWorkflowSim: An Automated Simulation Toolkit for Workflow Performance Evaluation in Fog Computing.,conf/kbse/LiuFXLGGY19,"Xiao Liu, Lingmin Fan, Jia Xu, Xuejun Li, Lina Gong, John C. Grundy, Yun Yang",Tool,Tool Demonstrations
1222,kbse/ase,2019,PraPR: Practical Program Repair via Bytecode Mutation.,conf/kbse/GhanbariZ19,"Ali Ghanbari, Lingming Zhang",Tool,Tool Demonstrations
1223,kbse/ase,2019,SPrinter: A Static Checker for Finding Smart Pointer Errors in C++ Programs.,conf/kbse/MaYLYZ19,"Xutong Ma, Jiwei Yan, Yaqi Li, Jun Yan, Jian Zhang",Tool,Tool Demonstrations
1224,kbse/ase,2019,FPChecker: Detecting Floating-Point Exceptions in GPU Applications.,conf/kbse/Laguna19,Ignacio Laguna,Tool,Tool Demonstrations
1225,kbse/ase,2019,Pangolin: An SFL-Based Toolset for Feature Localization.,conf/kbse/CastroPA19,"Bruno Castro, Alexandre Perez, Rui Abreu",Tool,Tool Demonstrations
1226,kbse/ase,2019,SiMPOSE - Configurable N-Way Program Merging Strategies for Superimposition-Based Analysis of Variant-Rich Software.,conf/kbse/ReulingKRL19,"Dennis Reuling, Udo Kelter, Sebastian Ruland, Malte Lochau",Tool,Tool Demonstrations
1227,kbse/ase,2019,VeriAbs : Verification by Abstraction and Test Generation.,conf/kbse/AfzalACCDDKV19,"Mohammad Afzal, A. Asia, Avriti Chauhan, Bharti Chimdyalwar, Priyanka Darke, Advaita Datar, Shrawan Kumar, R. Venkatesh",Tool,Tool Demonstrations
1228,kbse/ase,2019,SGUARD: A Feature-Based Clustering Tool for Effective Spreadsheet Defect Detection.,conf/kbse/LiW0ZCM19,"Da Li, Huiyan Wang, Chang Xu, Ruiqing Zhang, Shing-Chi Cheung, Xiaoxing Ma",Tool,Tool Demonstrations
1229,kbse/ase,2019,PeASS: A Tool for Identifying Performance Changes at Code Level.,conf/kbse/ReicheltKH19,"David Georg Reichelt, Stefan Kühne, Wilhelm Hasselbring",Tool,Tool Demonstrations
1230,kbse/ase,2019,VeriSmart 2.0: Swarm-Based Bug-Finding for Multi-threaded Programs with Lazy-CSeq.,conf/kbse/0002TP19,"Bernd Fischer, Salvatore La Torre, Gennaro Parlato",Tool,Tool Demonstrations
1231,kbse/ase,2019,CONVUL: An Effective Tool for Detecting Concurrency Vulnerabilities.,conf/kbse/MengZYL0Y19,"Ruijie Meng, Biyun Zhu, Hao Yun, Haicheng Li, Yan Cai, Zijiang Yang",Tool,Tool Demonstrations
1232,kbse/ase,2019,DeepMutation++: A Mutation Testing Framework for Deep Learning Systems.,conf/kbse/Hu0XY0Z19,"Qiang Hu, Lei Ma, Xiaofei Xie, Bing Yu, Yang Liu, Jianjun Zhao",Tool,Tool Demonstrations
1233,kbse/ase,2019,Coverage-Guided Fuzzing for Feedforward Neural Networks.,conf/kbse/XieCLM0Z19,"Xiaofei Xie, Hongxu Chen, Yi Li, Lei Ma, Yang Liu, Jianjun Zhao",Tool,Tool Demonstrations
1234,kbse/ase,2019,"Prema: A Tool for Precise Requirements Editing, Modeling and Analysis.",conf/kbse/HuangFZZWJMP19,"Yihao Huang, Jincao Feng, Hanyue Zheng, Jiayi Zhu, Shang Wang, Siyuan Jiang, Weikai Miao, Geguang Pu",Tool,Tool Demonstrations
1235,kbse/ase,2019,TsmartGP: A Tool for Finding Memory Defects with Pointer Analysis.,conf/kbse/WangC00S19,"Yuexing Wang, Guang Chen, Min Zhou, Ming Gu, Jiaguang Sun",Tool,Tool Demonstrations
1236,kbse/ase,2019,Ares: Inferring Error Specifications through Static Analysis.,conf/kbse/Li0G0019,"Chi Li, Min Zhou, Zuxing Gu, Ming Gu, Hongyu Zhang",Tool,Tool Demonstrations
1237,kbse/ase,2019,PMExec: An Execution Engine of Partial UML-RT Models.,conf/kbse/BagherzadehJKD19,"Mojtaba Bagherzadeh, Karim Jahed, Nafiseh Kahani, Juergen Dingel",Tool,Tool Demonstrations
1238,kbse/ase,2019,mCUTE: A Model-Level Concolic Unit Testing Engine for UML State Machines.,conf/kbse/AhmadiJD19,"Reza Ahmadi, Karim Jahed, Juergen Dingel",Tool,Tool Demonstrations
1239,kbse/ase,2019,Manticore: A User-Friendly Symbolic Execution Framework for Binaries and Smart Contracts.,conf/kbse/MossbergMHGGFBD19,"Mark Mossberg, Felipe Manzano, Eric Hennenfent, Alex Groce, Gustavo Grieco, Josselin Feist, Trent Brunson, Artem Dinaburg",Tool,Tool Demonstrations
1240,kbse/ase,2019,"BuRRiTo: A Framework to Extract, Specify, Verify and Analyze Business Rules.",conf/kbse/ChittimalliAPMP19,"Pavan Kumar Chittimalli, Kritika Anand, Shrishti Pradhan, Sayandeep Mitra, Chandan Prakash, Rohit Shere, Ravindra Naik",Tool,Tool Demonstrations
1241,kbse/ase,2019,XRaSE: Towards Virtually Tangible Software using Augmented Reality.,conf/kbse/MehraSKP19,"Rohit Mehra, Vibhu Saujanya Sharma, Vikrant Kaulgud, Sanjay Podder",Tool,Tool Demonstrations
1242,kbse/ase,2019,MuSC: A Tool for Mutation Testing of Ethereum Smart Contract.,conf/kbse/LiWXWZ019,"Zixin Li, Haoran Wu, Jiehui Xu, Xingya Wang, Lingming Zhang, Zhenyu Chen",Tool,Tool Demonstrations
1243,kbse/ase,2019,Lancer: Your Code Tell Me What You Need.,conf/kbse/ZhouSZ19,"Shufan Zhou, Beijun Shen, Hao Zhong",Tool,Tool Demonstrations
1244,kbse/ase,2019,PHANTA: Diversified Test Code Quality Measurement for Modern Software Development.,conf/kbse/TokumotoT19,"Susumu Tokumoto, Kuniharu Takayama",,Industry Showcase
1245,kbse/ase,2019,Test Automation and Its Limitations: A Case Study.,conf/kbse/SungKKJK19,"Ahyoung Sung, Sangjun Kim, Yangsu Kim, Younggun Jang, Jongin Kim",,Industry Showcase
1246,kbse/ase,2019,PTracer: A Linux Kernel Patch Trace Bot.,conf/kbse/WenCC19,"Yang Wen, Jicheng Cao, Shengyu Cheng",,Industry Showcase
1247,kbse/ase,2019,Trusted Software Supply Chain.,conf/kbse/SingiBPB19,"Kapil Singi, R. P. Jagadeesh Chandra Bose, Sanjay Podder, Adam P. Burden",,Industry Showcase
1248,kbse/ase,2019,A Journey Towards Providing Intelligence and Actionable Insights to Development Teams in Software Delivery.,conf/kbse/SharmaMPB19,"Vibhu Saujanya Sharma, Rohit Mehra, Sanjay Podder, Adam P. Burden",,Industry Showcase
1249,kbse/ase,2019,Better Development of Safety Critical Systems: Chinese High Speed Railway System Development Experience Report.,conf/kbse/Wu0C19,"ZhiWei Wu, Jing Liu, Xiang Chen",,Industry Showcase
1250,kbse/ase,2019,Improving Collaboration Efficiency in Fork-Based Development.,conf/kbse/Zhou19,Shurui Zhou,,Doctoral Symposium
1251,kbse/ase,2019,Inference of Properties from Requirements and Automation of Their Formal Verification.,conf/kbse/Reich19,Marina Reich,,Doctoral Symposium
1252,kbse/ase,2019,Generating Tests to Analyse Dynamically-Typed Programs.,conf/kbse/Lukasczyk19,Stephan Lukasczyk,,Doctoral Symposium
1253,kbse/ase,2019,Improving Patch Quality by Enhancing Key Components of Automatic Program Repair.,conf/kbse/Soto19,Mauricio Soto,,Doctoral Symposium
1254,kbse/ase,2019,Automatic Generation of Graphical User Interface Prototypes from Unrestricted Natural Language Requirements.,conf/kbse/Kolthoff19,Kristian Kolthoff,,Doctoral Symposium
1255,kbse/ase,2019,Automatically Repairing Binary Programs Using Adapter Synthesis.,conf/kbse/Sharma19,Vaibhav Sharma,,Doctoral Symposium
1256,kbse/ase,2019,Tackling Build Failures in Continuous Integration.,conf/kbse/Hassan19,Foyzul Hassan,,Doctoral Symposium
1257,kbse/ase,2019,Enabling Continuous Improvement of a Continuous Integration Process.,conf/kbse/Vassallo19,Carmine Vassallo,,Doctoral Symposium
1258,kbse/ase,2019,Retrieve and Refine: Exemplar-Based Neural Comment Generation.,conf/kbse/Wei19,Bolin Wei,,ACM Student Research Competition
1259,kbse/ase,2019,API Design Implications of Boilerplate Client Code.,conf/kbse/Nam19,Daye Nam,,ACM Student Research Competition
1260,kbse/ase,2019,Compile-Time Detection of Machine Image Sniping.,conf/kbse/Kellogg19,Martin Kellogg,,ACM Student Research Competition
1261,kbse/ase,2019,An Image-Inspired and CNN-Based Android Malware Detection Approach.,conf/kbse/Xiao19,Xusheng Xiao,,ACM Student Research Competition
1262,kbse/ase,2019,Toward Practical Automatic Program Repair.,conf/kbse/Ghanbari19,Ali Ghanbari,,ACM Student Research Competition
1263,kbse/ase,2019,User Preference Aware Multimedia Pricing Model using Game Theory and Prospect Theory for Wireless Communications.,conf/kbse/Ramamoorthy19,Krishna Murthy Kattiyan Ramamoorthy,,ACM Student Research Competition
1264,kbse/ase,2019,An Approach for Investigating Emotion Dynamics in Software Development.,conf/kbse/Neupane19,Krishna Neupane,,ACM Student Research Competition
1265,kbse/ase,2019,Verifying Determinism in Sequential Programs.,conf/kbse/Mudduluru19,Rashmi Mudduluru,,ACM Student Research Competition
1266,kbse/ase,2019,Empirical Study of Python Call Graph.,conf/kbse/Yu19,Li Yu,,ACM Student Research Competition
1267,kbse/ase,2019,Crowdsourced Report Generation via Bug Screenshot Understanding.,conf/kbse/Yu19a,Shengcheng Yu,,ACM Student Research Competition
1268,kbse/ase,2019,Boosting Neural Commit Message Generation with Code Semantic Analysis.,conf/kbse/Jiang19,Shuyao Jiang,,ACM Student Research Competition
1269,kbse/ase,2019,Towards Comprehensible Representation of Controllers using Machine Learning.,conf/kbse/Balasubramaniam19,Gargi Balasubramaniam,,ACM Student Research Competition
1270,kbse/ase,2019,A Machine Learning Based Approach to Identify SQL Injection Vulnerabilities.,conf/kbse/Zhang19,Kevin Zhang,,ACM Student Research Competition
1271,issta/issta,2017,One test to rule them all.,conf/issta/GroceHK17,"Alex Groce, Josie Holmes, Kevin Kellar",Improving Testing,
1272,issta/issta,2017,Reinforcement learning for automatic test case prioritization and selection in continuous integration.,conf/issta/SpiekerGMM17,"Helge Spieker, Arnaud Gotlieb, Dusica Marijan, Morten Mossige",Improving Testing,
